ticker,profit_factor_raw,profit_factor_eff,profit_factor_diag,pf_capped,zero_loss,num_trades,ticker_score,total_return,gross_profit,gross_loss,gl_per_trade,atr_pct_med,maxdd,eligible,is_neg,num_neg_trades
RVMD,7.647714727101729,7.647714727101729,4.0,1,0,7,0.9954536132298974,0.5573005002760949,0.546385676329726,0.07144430667549115,0.010206329525070165,0.03540526315789378,-0.07034700649830616,1,0,2
PALL,10.750560396035462,10.750560396035462,4.0,1,0,5,0.9657429065563432,0.25858385319137067,0.2662677291689598,0.024767799943447848,0.004953559988689569,0.022359361047722758,-0.024690045225491675,1,0,2
M,3.043333590922879,3.043333590922879,3.043333590922879,0,0,7,0.9828564771863443,0.3351576199284856,0.4905250002746666,0.16118016169430732,0.023025737384901046,0.03566804979252816,-0.15305259869607624,1,0,3
VTR,0.4449321827555211,0.4449321827555211,0.4449321827555211,0,0,7,0.09956078165361587,-0.07992593447416718,0.06347988022244384,0.1426731593774695,0.02038187991106707,0.016170809432759507,-0.1348458183031498,1,1,6
F,0.8090039531370189,0.8090039531370189,0.8090039531370189,0,0,7,0.19140283181739515,-0.027219935626811687,0.09355987841945294,0.11564823392600525,0.016521176275143608,0.023725490196076313,-0.11044645696193611,1,1,6
XLK,2.6701134362021133,2.6701134362021133,2.6701134362021133,0,0,7,0.9621007072800292,0.15501093503276286,0.2545853414788985,0.09534626432988286,0.013620894904268979,0.01789921016483508,-0.09310912145404648,1,0,2
JAZZ,0.6944697786908789,0.6944697786908789,0.6944697786908789,0,0,6,0.15109503352532838,-0.0417421442853968,0.08384829643929366,0.12073714222288147,0.02012285703714691,0.025302121433796454,-0.07176186339364621,1,1,4
AMAT,1000000000.0,1000.0,4.0,1,1,5,0.9657429065563432,0.5104064701784594,0.4387780672007826,0.0,0.0,0.03398310916484184,-1.000088900582341e-12,1,0,0
SU,2.8695834055399354,2.8695834055399354,2.8695834055399354,0,0,7,0.9754464808807258,0.10169671839446792,0.15764336354277148,0.05493597545846889,0.007847996494066985,0.020194323702377358,-0.04629446023238026,1,0,4
SBGI,4.838264043663401,4.838264043663401,4.0,1,0,6,0.9881102184755315,0.28174959734375027,0.3370427132774114,0.0696619097750217,0.011610318295836948,0.03544436146377631,-0.045409215442803075,1,0,3
LUV,4.170474004669217,4.170474004669217,4.0,1,0,6,0.9881102184755315,0.3326286121477213,0.4223083699804283,0.10126147999187059,0.01687691333197843,0.030822311673374615,-0.10056716035134716,1,0,3
bidu,0.7890927089759755,0.7890927089759755,0.7890927089759755,0,0,6,0.18109133904912814,-0.04266335691705048,0.12664062087646766,0.16048890001887386,0.026748150003145645,0.03623120513789168,-0.11771739975709228,1,1,4
ICE,1.1981419234496469,1.1981419234496469,1.1981419234496469,0,0,6,0.3828175924162198,0.011194720634726263,0.10930299866792352,0.09122708798405307,0.015204514664008845,0.01485707672723059,-0.08894950539556712,1,0,4
