number,value,datetime_start,datetime_complete,duration,params_atr_period,params_base_period,params_channel_length,params_channel_multi,params_fast_period,params_fast_steepness,params_max_period,params_median_length,params_min_period,params_position_size_pct,params_sigmoid_margin,params_sl_multiplier,params_slow_period,params_slow_steepness,params_steepness,params_tp_multiplier,params_trail_multiplier,params_trim_percent,params_use_replacement,user_attrs_avg_max_dd,user_attrs_avg_return_pct,user_attrs_avg_sharpe,user_attrs_avg_win_rate,user_attrs_total_trades,state
75,-10.0,2026-01-01 13:31:02.614915,2026-01-01 13:31:09.546732,0 days 00:00:06.931817,16,13,135,3.960276887744928,16,6.4152295702587665,45,17,10,0.1523828986695364,0.18970933334905746,5.15292321056623,23,15.113016389811985,7.956602961580181,6.979954137000318,2.2949675149752804,0.19933717406914667,False,0.0,0.0,0.0,0.0,0,COMPLETE
76,-10.0,2026-01-01 13:31:02.620314,2026-01-01 13:31:09.311287,0 days 00:00:06.690973,14,13,61,3.302540675641445,12,5.034911334948376,51,25,9,0.12420387191541543,0.2232451199634926,6.775549703062798,31,14.945407578422639,9.113580355809416,6.192556553150983,1.9345028438512923,0.1487582937523843,False,0.0,0.0,0.0,0.0,0,COMPLETE
77,-10.0,2026-01-01 13:31:03.922154,2026-01-01 13:31:09.298503,0 days 00:00:05.376349,18,6,130,4.065508374147827,23,17.578827334510823,36,22,9,0.06382920019455361,0.2363673621355975,1.4455233329094785,33,10.617428852673665,9.649946379354857,7.0524570359057925,2.9415810412769754,0.1716129650891352,True,0.0,0.0,0.0,0.0,0,COMPLETE
78,-10.0,2026-01-01 13:31:03.805007,2026-01-01 13:31:09.290852,0 days 00:00:05.485845,12,5,127,4.733093040254919,22,15.162007304673908,24,21,6,0.15826060816104953,0.26440289168662773,1.3817289147655183,31,7.615163358980554,8.579267236953601,2.144791264409534,2.0740687682338574,0.15819430490120126,True,0.0,0.0,0.0,0.0,0,COMPLETE
79,-10.0,2026-01-01 13:31:04.870324,2026-01-01 13:31:09.542059,0 days 00:00:04.671735,11,9,119,4.6745795078860635,29,12.477113307903023,30,23,7,0.10695855088950733,0.2682972275760804,2.041698684512178,21,7.561085846698455,13.042099233758053,3.4484778516018926,4.045445637372656,0.15944091266270807,True,0.0,0.0,0.0,0.0,0,COMPLETE
80,-10.0,2026-01-01 13:31:05.178154,2026-01-01 13:31:09.439717,0 days 00:00:04.261563,13,16,80,1.8328071984015155,11,14.125515117718527,54,24,7,0.17307300761735808,0.009441035409193683,4.57465534055174,32,9.185032618750366,18.301249805357244,11.707535373201335,4.356726033578871,0.3486220093513513,True,0.0,0.0,0.0,0.0,0,COMPLETE
81,-10.0,2026-01-01 13:31:05.825128,2026-01-01 13:31:12.343235,0 days 00:00:06.518107,9,4,150,3.1027110536332456,20,16.805214024024878,27,16,9,0.12777372422999594,0.2831486591392799,1.5140772200340873,15,7.067480961518805,9.93254953579307,4.141474446240157,4.386057373696708,0.18517251667982138,True,0.0,0.0,0.0,0.0,0,COMPLETE
82,-10.0,2026-01-01 13:31:07.101504,2026-01-01 13:31:12.455899,0 days 00:00:05.354395,15,5,173,3.3624545101074035,24,14.217903879267446,33,20,9,0.08484689658621644,0.2559290432018374,1.6555978355613319,31,8.893693446677942,11.730163564243163,4.667670798765322,4.862454844274527,0.13480959185047814,True,0.0,0.0,0.0,0.0,0,COMPLETE
83,-10.0,2026-01-01 13:31:07.095803,2026-01-01 13:31:14.138722,0 days 00:00:07.042919,12,14,63,4.749204782834006,5,14.129026431177696,37,11,2,0.11415174437724629,0.29882717920863894,3.5310996586913683,39,18.152511150987035,5.651457350678406,4.691665371509304,1.6267221594585728,0.3144257275914975,True,0.0,0.0,0.0,0.0,0,COMPLETE
84,-10.0,2026-01-01 13:31:07.094977,2026-01-01 13:31:12.314383,0 days 00:00:05.219406,17,12,106,3.3937987149898925,25,5.490528612109898,58,17,4,0.11980238699467628,0.06825939641689732,4.726322405632635,16,5.960002755011349,18.77413639058291,11.960388155276366,3.664708241354061,0.28014487023545576,False,0.0,0.0,0.0,0.0,0,COMPLETE
85,-10.0,2026-01-01 13:31:08.530381,2026-01-01 13:31:13.224682,0 days 00:00:04.694301,18,8,55,3.386605328596097,16,8.602753039242593,59,21,2,0.12015737566964808,0.10630377634661767,5.773777271326017,15,9.635150816969727,19.697495022280098,11.58908864363106,4.041626350374707,0.3452061534512378,False,0.0,0.0,0.0,0.0,0,COMPLETE
86,-10.0,2026-01-01 13:31:08.475097,2026-01-01 13:31:12.151961,0 days 00:00:03.676864,14,13,140,2.1242105564381246,10,8.702343326782907,36,6,5,0.12486921322337503,0.26309143188179995,3.6354485700145736,36,10.74923955140091,17.167407742411395,9.554913988168384,3.453425614342432,0.2605590193416765,False,0.0,0.0,0.0,0.0,0,COMPLETE
87,-10.0,2026-01-01 13:31:08.502026,2026-01-01 13:31:13.189318,0 days 00:00:04.687292,15,3,123,2.563296098504619,18,10.409238657968036,42,21,9,0.13705654019448144,0.2990974970999569,2.4191890891858034,20,11.026096980040402,13.321460156319612,4.0188823250595975,4.356858022087552,0.13055698850528985,True,0.0,0.0,0.0,0.0,0,COMPLETE
88,-10.0,2026-01-01 13:31:09.103176,2026-01-01 13:31:14.250150,0 days 00:00:05.146974,17,19,93,3.4705347163652336,24,13.06617161495614,29,20,3,0.14339094441154357,0.07059985318093945,4.899996254688875,24,13.577337605231952,7.2509902281511405,9.392315383095013,3.280669547106811,0.19395362469443456,False,0.0,0.0,0.0,0.0,0,COMPLETE
89,-10.0,2026-01-01 13:31:09.112154,2026-01-01 13:31:13.278875,0 days 00:00:04.166721,20,15,109,3.6400677116282485,23,15.795056076442052,29,21,4,0.14324953373909408,0.02646297735748462,4.4138912456114126,16,13.98931763632922,6.019471490290844,7.006765250189295,3.645111061031381,0.24143226068823678,False,0.0,0.0,0.0,0.0,0,COMPLETE
90,-10.0,2026-01-01 13:31:12.107161,2026-01-01 13:31:15.513245,0 days 00:00:03.406084,18,17,146,3.780205642794255,28,17.350580123737693,35,19,2,0.08802026161905639,0.11519987511970523,6.185709550862158,16,10.181273707589087,10.207712684684605,7.535292874284647,3.1478096558960305,0.2332716482242867,False,0.0,0.0,0.0,0.0,0,COMPLETE
91,-10.0,2026-01-01 13:31:12.868846,2026-01-01 13:31:17.422386,0 days 00:00:04.553540,7,4,143,4.192852301852444,14,11.887178437109343,39,30,9,0.10188881236271932,0.23546153276251702,1.3798611073376383,18,5.9149681051906615,10.37971694495479,2.3550009177208935,3.129921878243033,0.22502756801749135,True,0.0,0.0,0.0,0.0,0,COMPLETE
92,-10.0,2026-01-01 13:31:12.961113,2026-01-01 13:31:16.243812,0 days 00:00:03.282699,17,18,118,4.1182407131600485,30,14.581001295081135,40,25,3,0.11814031925919857,0.03569782699948866,5.655503311415003,24,9.607859056943084,13.151860414919817,6.55766492922012,3.043926909174688,0.18072361338093434,False,0.0,0.0,0.0,0.0,0,COMPLETE
93,-10.0,2026-01-01 13:31:12.931081,2026-01-01 13:31:16.037530,0 days 00:00:03.106449,18,18,173,2.9129653788764824,18,14.191061286493332,48,17,7,0.08872089666631788,0.12763479742130052,5.705868945775776,20,7.330857226705895,17.642520985412624,4.248688537468972,3.092221083484022,0.3156587635082895,True,0.0,0.0,0.0,0.0,0,COMPLETE
94,-10.0,2026-01-01 13:31:13.951049,2026-01-01 13:31:17.691109,0 days 00:00:03.740060,16,13,113,4.204828297547649,26,16.59089604053388,35,20,3,0.08265360600599196,0.032397668441783524,6.73130747108735,21,10.759287021479143,6.750141560022862,6.64195000128751,3.6276807757854583,0.10290996743621683,True,0.0,0.0,0.0,0.0,0,COMPLETE
95,-10.0,2026-01-01 13:31:13.959296,2026-01-01 13:31:17.597800,0 days 00:00:03.638504,12,7,116,3.30746501003306,12,10.107102121650954,32,29,9,0.08965026329374226,0.273921801859623,1.5156747240541766,16,9.017259333964121,7.6658304159359565,7.952417055985848,3.111525442766045,0.14689295957176823,True,0.0,0.0,0.0,0.0,0,COMPLETE
96,-10.0,2026-01-01 13:31:14.286283,2026-01-01 13:31:17.388579,0 days 00:00:03.102296,17,7,148,2.8372612425598613,12,12.411435838959157,49,5,5,0.15235685445643318,0.24147919587353373,3.836204625880992,31,9.942845186672523,18.761606898496943,11.637515469663073,3.0658081504448766,0.23205417274857928,True,0.0,0.0,0.0,0.0,0,COMPLETE
97,-10.0,2026-01-01 13:31:15.634349,2026-01-01 13:31:18.747962,0 days 00:00:03.113613,8,7,100,3.9641061633629957,20,12.701143442554484,58,19,9,0.1759876280811409,0.13877049737764618,3.3145494917268277,27,18.73273789775504,6.147944679553997,3.3817315081438344,3.0692468751231883,0.23081116848856942,True,0.0,0.0,0.0,0.0,0,COMPLETE
98,-10.0,2026-01-01 13:31:15.640985,2026-01-01 13:31:18.261808,0 days 00:00:02.620823,10,3,94,3.9126250524519164,16,11.34916281413783,42,20,5,0.177521470367514,0.17489880154510545,3.2914006098430124,45,19.659844052862265,8.204096985605906,3.072436514566979,3.8716230206686717,0.2934385709878121,False,0.0,0.0,0.0,0.0,0,COMPLETE
99,-10.0,2026-01-01 13:31:15.782739,2026-01-01 13:31:18.753126,0 days 00:00:02.970387,12,8,90,3.345572936275998,14,6.844474996144153,46,19,5,0.16144413246664857,0.13658497147747825,2.9149004705496964,27,16.69429168774479,5.839016187563944,2.2782416330091246,2.9208294909584245,0.2682892188733211,True,0.0,0.0,0.0,0.0,0,COMPLETE
100,-10.0,2026-01-01 13:31:15.777934,2026-01-01 13:31:18.758449,0 days 00:00:02.980515,9,8,104,2.4968442228428605,15,13.3735423005265,36,18,9,0.19268614698784725,0.21286600427907518,2.298411358359837,25,19.228591472946945,5.310635660847633,3.1213311809396256,2.9041764091107862,0.2926504307151227,True,0.0,0.0,0.0,0.0,0,COMPLETE
101,-10.0,2026-01-01 13:31:15.635788,2026-01-01 13:31:20.873719,0 days 00:00:05.237931,17,14,150,2.038055516844791,5,11.534694297776483,36,15,6,0.05213592102058447,0.07487364431202925,6.207998243369546,24,11.279277645119915,16.83078575985028,5.6305631091216615,2.1592562945830167,0.28985811866149636,True,0.0,0.0,0.0,0.0,0,COMPLETE
102,-10.0,2026-01-01 13:31:16.055082,2026-01-01 13:31:20.879385,0 days 00:00:04.824303,9,6,132,3.840186095509738,27,13.444393311390996,48,15,9,0.137986912514981,0.2990148026741009,2.2162691365472416,35,19.004256968677478,8.444272304648061,2.89150658950059,2.9060824068444115,0.3220938722835197,True,0.0,0.0,0.0,0.0,0,COMPLETE
103,-10.0,2026-01-01 13:31:15.638645,2026-01-01 13:31:20.395330,0 days 00:00:04.756685,9,10,161,3.9836403552516866,21,10.555116303887338,41,19,7,0.1950919670041351,0.18432587895166488,1.9403228318227155,37,18.624093825944904,8.21679515565941,2.142636678769123,3.23932970425925,0.3037562318699098,True,0.0,0.0,0.0,0.0,0,COMPLETE
104,-10.0,2026-01-01 13:31:16.690541,2026-01-01 13:31:19.067402,0 days 00:00:02.376861,10,5,97,2.6960072442773377,14,10.439929455881197,46,15,8,0.1623543453362684,0.20301684202778614,2.240279037434358,34,17.137384879452647,6.160704282043201,2.003658519361818,2.2428388475355554,0.3767348050650357,True,0.0,0.0,0.0,0.0,0,COMPLETE
105,-10.0,2026-01-01 13:31:16.696199,2026-01-01 13:31:21.252308,0 days 00:00:04.556109,8,3,160,4.716917533253084,18,14.313692144582136,31,25,8,0.17750398601956038,0.23096428836879074,1.5772541270904015,41,19.065981688558146,8.13910617737314,2.5491732014888413,3.6337211274231542,0.3568136952338181,True,0.0,0.0,0.0,0.0,0,COMPLETE
106,-10.0,2026-01-01 13:31:18.135474,2026-01-01 13:31:21.253558,0 days 00:00:03.118084,8,10,130,2.9566653804014855,19,13.154466348142451,48,7,6,0.1280626207596457,0.10375075678043094,1.098227385535624,55,11.980759587606109,19.564885956901616,11.068659896026132,1.5432458267517053,0.2155699566145797,True,0.0,0.0,0.0,0.0,0,COMPLETE
107,-10.0,2026-01-01 13:31:18.774143,2026-01-01 13:31:23.055660,0 days 00:00:04.281517,6,8,107,3.3126751373871146,13,12.31958125570841,46,12,4,0.12200283417201774,0.02163791318042173,1.5227440400634746,47,10.515550141911694,12.979682567620042,9.461748007729067,1.364401711939909,0.22520511511328298,True,0.0,0.0,0.0,0.0,0,COMPLETE
108,-10.0,2026-01-01 13:31:19.752890,2026-01-01 13:31:23.054449,0 days 00:00:03.301559,5,8,129,1.558403673962585,18,11.020368202746877,45,11,6,0.14538146043552355,0.000598556641452714,2.6924091307925857,52,9.065893455155395,17.83576716509828,11.5237771178004,2.3873568895109987,0.16565681470634322,True,0.0,0.0,0.0,0.0,0,COMPLETE
109,-10.0,2026-01-01 13:31:20.848291,2026-01-01 13:31:22.997115,0 days 00:00:02.148824,10,10,173,2.2647983011510933,11,12.014455692371124,48,12,7,0.1271855178179624,0.0176890332297909,3.4606382045416058,43,11.842130158032612,16.16579879516224,10.982418619102209,1.2812132185088094,0.1677128036507516,True,0.0,0.0,0.0,0.0,0,COMPLETE
110,-10.0,2026-01-01 13:31:20.906189,2026-01-01 13:31:24.424000,0 days 00:00:03.517811,12,18,123,1.017631578410162,23,13.780005946736361,46,23,7,0.18310685341129926,0.007989142155110374,4.716417995903677,37,5.274767585174644,18.90005928909156,9.696361044890345,4.030094575732671,0.33246562773019317,True,0.0,0.0,0.0,0.0,0,COMPLETE
111,-10.0,2026-01-01 13:31:20.921371,2026-01-01 13:31:27.359084,0 days 00:00:06.437713,6,7,109,4.418927279520055,18,11.293652042936172,34,23,8,0.19321251208003212,0.25454378133224737,2.74796475555445,23,16.728133684268343,6.42057584269127,4.995577674678749,3.5153114937878516,0.2880203909721104,False,0.0,0.0,0.0,0.0,0,COMPLETE
112,-10.0,2026-01-01 13:31:20.926988,2026-01-01 13:31:28.098076,0 days 00:00:07.171088,8,4,121,3.646110613327351,23,16.12194973300436,44,7,6,0.1548961360207359,0.05798289472700362,2.5718562178471993,38,8.275216690491508,18.536526661194348,11.821574557300496,1.4692049522846715,0.1437778734988255,False,0.0,0.0,0.0,0.0,0,COMPLETE
113,-10.0,2026-01-01 13:31:20.922578,2026-01-01 13:31:27.891668,0 days 00:00:06.969090,10,13,132,2.9542645803631347,10,9.696772695591472,47,12,10,0.1590229410879794,0.020252017767971572,2.1643345958152524,45,9.338178375437517,18.642854573309346,10.848720070171227,2.6859060440463347,0.1662471427396617,True,0.0,0.0,0.0,0.0,0,COMPLETE
114,-10.0,2026-01-01 13:31:20.910093,2026-01-01 13:31:26.068104,0 days 00:00:05.158011,8,9,149,3.529457080663679,13,12.37042998315096,29,13,6,0.0874965240031122,0.0027975953691851026,3.098689532159275,43,10.188772384238026,17.077546636086435,10.056655915384328,1.8753212024141561,0.1930983384630872,True,0.0,0.0,0.0,0.0,0,COMPLETE
115,-10.0,2026-01-01 13:31:20.933536,2026-01-01 13:31:24.278019,0 days 00:00:03.344483,9,3,104,4.983153732654965,15,16.57529854872304,39,15,7,0.1515272009267593,0.07691916389526696,1.0514793631509933,31,12.861824924249486,7.419104589010871,2.7535242369581283,4.695940890575906,0.2833469021997553,True,0.0,0.0,0.0,0.0,0,COMPLETE
116,-10.0,2026-01-01 13:31:21.704183,2026-01-01 13:31:24.311018,0 days 00:00:02.606835,7,7,175,2.9656491361947173,15,12.767258752770982,25,11,9,0.1571793858777748,0.01187803074521862,1.6065262193991283,49,8.586927999597455,19.345425811001142,9.468898688843469,2.525878492245355,0.14901335837778962,True,0.0,0.0,0.0,0.0,0,COMPLETE
117,-10.0,2026-01-01 13:31:21.717166,2026-01-01 13:31:26.039653,0 days 00:00:04.322487,18,12,55,2.5114774422341632,8,6.548973013724671,51,7,5,0.0824190831491014,0.1339773597508129,5.532671441349574,25,7.898176781918396,17.479031275689632,10.082476914316446,3.2348808572923016,0.3417482850395659,False,0.0,0.0,0.0,0.0,0,COMPLETE
118,-10.0,2026-01-01 13:31:22.600957,2026-01-01 13:31:26.070986,0 days 00:00:03.470029,5,8,144,3.6029446590788705,20,12.813974053168335,41,9,9,0.07210731569796076,0.05371493627818558,1.8034254326380732,52,5.899202589527975,16.615262677823335,8.503959186580339,1.0644602177767828,0.10906884245364587,True,0.0,0.0,0.0,0.0,0,COMPLETE
119,-10.0,2026-01-01 13:31:22.601654,2026-01-01 13:31:26.138308,0 days 00:00:03.536654,14,15,140,4.114977966800904,18,8.30919659306351,47,5,2,0.1396754542606997,0.1465550550436336,4.484903845062267,34,10.571501720356077,18.523511665470526,9.382794930553779,2.4972009601606397,0.24357058239472823,True,0.0,0.0,0.0,0.0,0,COMPLETE
120,-10.0,2026-01-01 13:31:22.644341,2026-01-01 13:31:25.756632,0 days 00:00:03.112291,16,18,124,2.0962937047160906,27,16.66043012219694,42,24,8,0.18692055093835008,0.060103864404229455,4.317005943251886,36,6.459015670239636,17.691843207101932,10.696406179159142,4.1600057241683155,0.3979701637403819,False,0.0,0.0,0.0,0.0,0,COMPLETE
121,-10.0,2026-01-01 13:31:23.383374,2026-01-01 13:31:27.150452,0 days 00:00:03.767078,19,19,83,3.307225584290379,26,17.398503681187,31,17,2,0.14131734462775827,0.002128516715084898,7.198837863830408,16,16.0332160265389,10.106161343678373,8.89840077650171,2.9722688572124514,0.17410502429178565,True,0.0,0.0,0.0,0.0,0,COMPLETE
122,-10.0,2026-01-01 13:31:25.549095,2026-01-01 13:31:28.115124,0 days 00:00:02.566029,14,6,72,2.2186909084742825,23,10.062073547882974,41,22,4,0.0998869652764119,0.22114608965059893,7.190712931666941,36,19.62186239060704,10.11324024348361,5.571247528971737,3.2458532827064155,0.20894026710457628,True,0.0,0.0,0.0,0.0,0,COMPLETE
123,-10.0,2026-01-01 13:31:24.131591,2026-01-01 13:31:28.131820,0 days 00:00:04.000229,9,14,105,2.0248039384637813,20,9.061960200373788,60,28,2,0.09328037702417837,0.18379787082646287,6.013864978645035,20,17.69014992025124,9.385864924497685,2.9096133108580413,3.2058792489109535,0.22241357303847825,True,0.0,0.0,0.0,0.0,0,COMPLETE
124,-10.0,2026-01-01 13:31:25.806367,2026-01-01 13:31:29.664862,0 days 00:00:03.858495,11,12,96,1.687017349665993,18,11.2266648727972,54,28,4,0.07383653204300433,0.20282951402710597,5.201869168793337,30,14.883811088436975,6.115134456900462,4.130773739974655,4.787125684942589,0.2064863677513717,True,0.0,0.0,0.0,0.0,0,COMPLETE
125,-10.0,2026-01-01 13:31:26.147196,2026-01-01 13:31:29.975802,0 days 00:00:03.828606,11,10,87,2.3189638423826677,22,7.6797368760167775,52,26,2,0.17869612656792286,0.11112572680887296,7.013346571027586,24,19.197405644605414,13.436978453985358,5.926397825749748,3.779776357845952,0.23018291694197385,True,0.0,0.0,0.0,0.0,0,COMPLETE
126,-10.0,2026-01-01 13:31:25.443423,2026-01-01 13:31:29.758082,0 days 00:00:04.314659,9,6,60,1.3797055474882862,19,10.93141120194197,54,19,4,0.11772250247444259,0.1919615301834103,5.907518788066569,25,16.513762967329008,5.63538470005833,4.376998439852359,3.9102685542848374,0.23851452698996212,True,0.0,0.0,0.0,0.0,0,COMPLETE
127,-10.0,2026-01-01 13:31:25.927662,2026-01-01 13:31:29.760596,0 days 00:00:03.832934,9,15,89,2.6923979846836783,26,10.040917104992598,36,28,3,0.11722550917646729,0.22474196816041325,6.2537776189004255,38,18.115384946414956,7.671587284431633,4.694521886858523,3.4102510560563677,0.2177760700394254,True,0.0,0.0,0.0,0.0,0,COMPLETE
128,-10.0,2026-01-01 13:31:25.547927,2026-01-01 13:31:29.755794,0 days 00:00:04.207867,13,10,98,1.9035206946737275,18,11.362073869379154,53,22,3,0.09727494823112154,0.20078095573239046,6.17759295698174,35,14.43436729555316,11.098023240217724,2.325945760461275,3.583720676240055,0.23336888134044081,True,0.0,0.0,0.0,0.0,0,COMPLETE
129,-10.0,2026-01-01 13:31:27.121024,2026-01-01 13:31:31.225122,0 days 00:00:04.104098,6,7,89,1.7217665329001404,27,6.9890594093201965,56,23,2,0.07113334613503483,0.21139929345911584,4.139187189260705,25,14.86393775012176,6.170402611479022,3.4786920310585243,3.219798111753986,0.22546455363804288,True,0.0,0.0,0.0,0.0,0,COMPLETE
130,-10.0,2026-01-01 13:31:27.782878,2026-01-01 13:31:31.050610,0 days 00:00:03.267732,12,15,115,3.311500950973063,16,9.921258944319419,37,16,5,0.16175981204191872,0.0009372423606367059,2.295305151641464,44,11.932447461971558,15.981842362099083,3.0810709222784234,4.879110287610538,0.12925121915574175,False,0.0,0.0,0.0,0.0,0,COMPLETE
131,-10.0,2026-01-01 13:31:28.136966,2026-01-01 13:31:31.556117,0 days 00:00:03.419151,10,14,106,3.5295392370003977,12,13.464905631832183,31,14,6,0.1403624809041412,0.034334257346851096,4.820955902286331,42,15.068278657284415,16.68105754146096,6.12701035974228,4.8745665944013155,0.10835958620445997,False,0.0,0.0,0.0,0.0,0,COMPLETE
132,-10.0,2026-01-01 13:31:29.204971,2026-01-01 13:31:32.917242,0 days 00:00:03.712271,10,16,110,4.066179062223095,5,10.056743869515792,40,14,5,0.1265868238172948,0.08862734627268992,2.5153166763683186,48,12.378626539692577,13.776470996480736,2.8202199448914382,4.806209017314479,0.14885016090790243,False,0.0,0.0,0.0,0.0,0,COMPLETE
133,-10.0,2026-01-01 13:31:29.202789,2026-01-01 13:31:32.078816,0 days 00:00:02.876027,7,10,122,3.319764121198792,6,9.463003355002211,28,16,2,0.161599554929123,0.020822886728182482,3.826652501239147,41,15.220386539552711,15.375112732248505,4.903657846998162,3.8028143151511014,0.18463091443104745,False,0.0,0.0,0.0,0.0,0,COMPLETE
134,-10.0,2026-01-01 13:31:29.977134,2026-01-01 13:31:32.772465,0 days 00:00:02.795331,9,14,132,3.334139429710491,5,9.001396787116372,33,18,4,0.11018355966031645,0.0241058817572411,1.622924646500131,44,12.775343645197752,15.036764174492212,4.011440317845796,4.03585295626372,0.1593874313761722,False,0.0,0.0,0.0,0.0,0,COMPLETE
135,-10.0,2026-01-01 13:31:30.698980,2026-01-01 13:31:32.895430,0 days 00:00:02.196450,5,13,94,2.100251493688559,5,12.420769896435928,24,7,10,0.1311082333195467,0.16823806334749739,1.1793441306841146,36,10.664279445210436,11.018374535756864,6.742003139938859,3.941233496456446,0.28567309520414785,True,0.0,0.0,0.0,0.0,0,COMPLETE
136,-10.0,2026-01-01 13:31:31.063451,2026-01-01 13:31:34.296548,0 days 00:00:03.233097,5,14,146,1.828463172475584,11,15.555825377809478,21,7,9,0.13101058824295314,0.27966380960703,3.2974080789976634,30,15.553564916373867,8.096749574110937,5.0804409324226905,4.955979783713185,0.3413597791323811,True,0.0,0.0,0.0,0.0,0,COMPLETE
137,-10.0,2026-01-01 13:31:31.065703,2026-01-01 13:31:34.596502,0 days 00:00:03.530799,9,8,66,2.430937749212302,5,15.918640147978438,25,19,7,0.11470968160183134,0.10707077730173514,1.5320719594240633,28,5.0885243655482935,11.395405997913599,7.226259179695969,4.033660084590299,0.24278647122702368,True,0.0,0.0,0.0,0.0,0,COMPLETE
138,-10.0,2026-01-01 13:31:31.648748,2026-01-01 13:31:35.393689,0 days 00:00:03.744941,11,16,108,1.4631261749049544,29,14.045321592173277,44,23,2,0.09236429122969425,0.12010780940490753,6.730109544448745,31,14.09880906351291,6.384438835671485,3.700634367262964,4.946461778172572,0.346636504935449,True,0.0,0.0,0.0,0.0,0,COMPLETE
139,-10.0,2026-01-01 13:31:32.419638,2026-01-01 13:31:35.340226,0 days 00:00:02.920588,7,11,159,2.3222329748606585,11,12.108475520866628,33,14,6,0.15821289638241048,0.14393255564840052,1.4046824119541115,28,14.222874293728788,12.15109863523263,3.252032067588838,4.529122353956805,0.30448197867258725,True,0.0,0.0,0.0,0.0,0,COMPLETE
140,-10.0,2026-01-01 13:31:32.451737,2026-01-01 13:31:36.871173,0 days 00:00:04.419436,7,6,94,3.0699760252217683,10,17.32356641715773,29,15,7,0.12028371946654866,0.2754424243443416,1.3734872254928538,33,7.210853209548085,7.663471782315257,3.2869664655515853,4.475110055616806,0.3707973446593218,True,0.0,0.0,0.0,0.0,0,COMPLETE
141,-10.0,2026-01-01 13:31:32.463829,2026-01-01 13:31:36.870079,0 days 00:00:04.406250,8,11,100,3.446710079789387,13,14.337812232493665,28,12,4,0.1559583574445084,0.16549988290219875,1.0504345418673804,32,8.650805378980385,10.731945598711192,3.7189448689881472,4.843891345890938,0.3155153128590751,True,0.0,0.0,0.0,0.0,0,COMPLETE
142,-10.0,2026-01-01 13:31:32.822792,2026-01-01 13:31:36.822414,0 days 00:00:03.999622,8,18,130,1.955645053235388,29,16.359692413162612,59,18,4,0.0968498453751525,0.25408452482254595,5.893987565134001,18,16.110151405338442,19.733720728866835,3.95261633345053,3.999812137013916,0.23842645601468196,False,0.0,0.0,0.0,0.0,0,COMPLETE
143,-10.0,2026-01-01 13:31:32.458985,2026-01-01 13:31:36.265706,0 days 00:00:03.806721,6,14,146,2.922834213502931,16,18.288736359010468,24,21,6,0.10878623216082102,0.20976470534668387,1.7598738704849617,21,7.7611188974165675,13.071445342042791,5.44537312693646,3.7347271153828583,0.27980297379227004,True,0.0,0.0,0.0,0.0,0,COMPLETE
144,-10.0,2026-01-01 13:31:32.820742,2026-01-01 13:31:37.295770,0 days 00:00:04.475028,8,8,89,2.306428209257182,13,15.858518216895071,26,22,8,0.12512161116236117,0.27780032148566486,3.332688584671332,35,9.793165179997331,10.729730981152878,6.959124185231081,4.760500580171929,0.2928281649459064,False,0.0,0.0,0.0,0.0,0,COMPLETE
145,-10.0,2026-01-01 13:31:33.202555,2026-01-01 13:31:37.008322,0 days 00:00:03.805767,6,4,65,2.1187001808906323,14,12.74247480988513,27,20,7,0.1022570589023854,0.2354039493700215,1.8695718213683732,26,13.849449780914487,13.290860435566723,5.860254442868525,3.7067252782721365,0.3374911980891911,True,0.0,0.0,0.0,0.0,0,COMPLETE
146,-10.0,2026-01-01 13:31:34.028251,2026-01-01 13:31:39.376063,0 days 00:00:05.347812,8,16,95,3.1984442411702614,17,17.615449700206238,40,15,7,0.14736710537969058,0.29498410129307145,1.0496068053300285,35,12.809286122020286,11.992314751206031,2.309045479724857,4.997482845623465,0.3351913900078523,True,0.0,0.0,0.0,0.0,0,COMPLETE
147,-10.0,2026-01-01 13:31:34.742168,2026-01-01 13:31:37.885881,0 days 00:00:03.143713,14,16,122,1.8758829530991432,12,6.972715584264709,53,17,5,0.1518208806742875,0.03683542496160022,1.8799716715530053,53,9.253634850201097,16.33433936103208,3.6189948504197265,2.0660331938274927,0.32837095162645824,False,0.0,0.0,0.0,0.0,0,COMPLETE
148,-10.0,2026-01-01 13:31:34.742821,2026-01-01 13:31:37.904744,0 days 00:00:03.161923,16,11,137,2.5757381663441006,13,7.049677357820943,46,9,7,0.1127628167082865,0.048072504120574656,1.2097040830694423,60,10.357920323556046,17.181734413574542,4.346704254757084,1.7336713340127057,0.3298327790286864,False,0.0,0.0,0.0,0.0,0,COMPLETE
149,-10.0,2026-01-01 13:31:36.220235,2026-01-01 13:31:38.871945,0 days 00:00:02.651710,15,16,67,1.941173708129852,12,9.050617622953691,47,12,8,0.16659008972722988,0.05635775194286324,3.0890375418845197,52,8.915235856903598,12.77890663785712,2.6551334593505933,1.2210460477485112,0.3283933730482161,False,0.0,0.0,0.0,0.0,0,COMPLETE
150,-10.0,2026-01-01 13:31:36.632800,2026-01-01 13:31:39.857709,0 days 00:00:03.224909,15,19,174,2.401717085711874,24,18.63360268249898,37,16,8,0.18458092596815093,0.025747126722042678,4.3334335073888095,35,6.759848253770509,17.71461738727392,9.45860530042695,3.806640420188551,0.37166052362290036,True,0.0,0.0,0.0,0.0,0,COMPLETE
