number,value,datetime_start,datetime_complete,duration,params_atr_period,params_channel_length,state
3406,3.0362608120135834,2026-01-07 04:13:45.251315,2026-01-07 04:13:45.303541,0 days 00:00:00.052226,46,30,COMPLETE
1008,3.0362608120135834,2026-01-07 04:06:00.404098,2026-01-07 04:06:00.449560,0 days 00:00:00.045462,42,37,COMPLETE
1010,3.0362608120135834,2026-01-07 04:06:00.797997,2026-01-07 04:06:00.861119,0 days 00:00:00.063122,46,37,COMPLETE
1025,3.0362608120135834,2026-01-07 04:06:03.381861,2026-01-07 04:06:03.428286,0 days 00:00:00.046425,41,30,COMPLETE
1030,3.0362608120135834,2026-01-07 04:06:04.249622,2026-01-07 04:06:04.300912,0 days 00:00:00.051290,47,37,COMPLETE
1031,3.0362608120135834,2026-01-07 04:06:04.470021,2026-01-07 04:06:04.532961,0 days 00:00:00.062940,50,30,COMPLETE
1033,3.0362608120135834,2026-01-07 04:06:04.893008,2026-01-07 04:06:04.940985,0 days 00:00:00.047977,36,35,COMPLETE
1039,3.0362608120135834,2026-01-07 04:06:05.898798,2026-01-07 04:06:05.944092,0 days 00:00:00.045294,44,30,COMPLETE
3392,3.0362608120135834,2026-01-07 04:13:42.640660,2026-01-07 04:13:42.702813,0 days 00:00:00.062153,44,30,COMPLETE
2648,3.0362608120135834,2026-01-07 04:11:14.390180,2026-01-07 04:11:14.441124,0 days 00:00:00.050944,43,30,COMPLETE
2651,3.0362608120135834,2026-01-07 04:11:15.116017,2026-01-07 04:11:15.181085,0 days 00:00:00.065068,50,30,COMPLETE
2654,3.0362608120135834,2026-01-07 04:11:15.663256,2026-01-07 04:11:15.724000,0 days 00:00:00.060744,36,30,COMPLETE
2163,3.0362608120135834,2026-01-07 04:09:38.110198,2026-01-07 04:09:38.164246,0 days 00:00:00.054048,50,37,COMPLETE
2168,3.0362608120135834,2026-01-07 04:09:39.008324,2026-01-07 04:09:39.063889,0 days 00:00:00.055565,47,30,COMPLETE
2173,3.0362608120135834,2026-01-07 04:09:40.016373,2026-01-07 04:09:40.073516,0 days 00:00:00.057143,50,37,COMPLETE
2175,3.0362608120135834,2026-01-07 04:09:40.375282,2026-01-07 04:09:40.428990,0 days 00:00:00.053708,42,37,COMPLETE
2145,3.0362608120135834,2026-01-07 04:09:34.906579,2026-01-07 04:09:34.950324,0 days 00:00:00.043745,36,36,COMPLETE
2147,3.0362608120135834,2026-01-07 04:09:35.231066,2026-01-07 04:09:35.283947,0 days 00:00:00.052881,39,37,COMPLETE
2149,3.0362608120135834,2026-01-07 04:09:35.568595,2026-01-07 04:09:35.630206,0 days 00:00:00.061611,46,36,COMPLETE
2151,3.0362608120135834,2026-01-07 04:09:35.965521,2026-01-07 04:09:36.015977,0 days 00:00:00.050456,47,30,COMPLETE
2152,3.0362608120135834,2026-01-07 04:09:36.132047,2026-01-07 04:09:36.182324,0 days 00:00:00.050277,42,30,COMPLETE
3377,3.0362608120135834,2026-01-07 04:13:39.433023,2026-01-07 04:13:39.504087,0 days 00:00:00.071064,42,30,COMPLETE
3379,3.0362608120135834,2026-01-07 04:13:39.950859,2026-01-07 04:13:40.000747,0 days 00:00:00.049888,47,36,COMPLETE
3381,3.0362608120135834,2026-01-07 04:13:40.358776,2026-01-07 04:13:40.413057,0 days 00:00:00.054281,47,30,COMPLETE
3384,3.0362608120135834,2026-01-07 04:13:41.059863,2026-01-07 04:13:41.135809,0 days 00:00:00.075946,39,37,COMPLETE
3386,3.0362608120135834,2026-01-07 04:13:41.470883,2026-01-07 04:13:41.521432,0 days 00:00:00.050549,50,30,COMPLETE
1041,3.0362608120135834,2026-01-07 04:06:06.211810,2026-01-07 04:06:06.255041,0 days 00:00:00.043231,45,30,COMPLETE
1045,3.0362608120135834,2026-01-07 04:06:06.897038,2026-01-07 04:06:06.944251,0 days 00:00:00.047213,36,31,COMPLETE
1050,3.0362608120135834,2026-01-07 04:06:07.755684,2026-01-07 04:06:07.798263,0 days 00:00:00.042579,46,30,COMPLETE
1051,3.0362608120135834,2026-01-07 04:06:07.914118,2026-01-07 04:06:07.956046,0 days 00:00:00.041928,39,35,COMPLETE
2158,3.0362608120135834,2026-01-07 04:09:37.176520,2026-01-07 04:09:37.227208,0 days 00:00:00.050688,42,37,COMPLETE
2159,3.0362608120135834,2026-01-07 04:09:37.348750,2026-01-07 04:09:37.397602,0 days 00:00:00.048852,38,30,COMPLETE
2659,3.0362608120135834,2026-01-07 04:11:16.661772,2026-01-07 04:11:16.710510,0 days 00:00:00.048738,42,37,COMPLETE
2665,3.0362608120135834,2026-01-07 04:11:17.852941,2026-01-07 04:11:17.917931,0 days 00:00:00.064990,45,30,COMPLETE
2666,3.0362608120135834,2026-01-07 04:11:18.117159,2026-01-07 04:11:18.181284,0 days 00:00:00.064125,46,37,COMPLETE
2128,3.0362608120135834,2026-01-07 04:09:31.678162,2026-01-07 04:09:31.728977,0 days 00:00:00.050815,33,30,COMPLETE
2135,3.0362608120135834,2026-01-07 04:09:33.096409,2026-01-07 04:09:33.147291,0 days 00:00:00.050882,46,36,COMPLETE
2140,3.0362608120135834,2026-01-07 04:09:33.971897,2026-01-07 04:09:34.023851,0 days 00:00:00.051954,43,37,COMPLETE
2673,3.0362608120135834,2026-01-07 04:11:19.491928,2026-01-07 04:11:19.547329,0 days 00:00:00.055401,40,30,COMPLETE
2675,3.0362608120135834,2026-01-07 04:11:19.852378,2026-01-07 04:11:19.906564,0 days 00:00:00.054186,36,37,COMPLETE
1077,3.0362608120135834,2026-01-07 04:06:12.743836,2026-01-07 04:06:12.817189,0 days 00:00:00.073353,39,30,COMPLETE
1079,3.0362608120135834,2026-01-07 04:06:13.223206,2026-01-07 04:06:13.277157,0 days 00:00:00.053951,34,30,COMPLETE
1086,3.0362608120135834,2026-01-07 04:06:14.420883,2026-01-07 04:06:14.464525,0 days 00:00:00.043642,42,36,COMPLETE
1087,3.0362608120135834,2026-01-07 04:06:14.597578,2026-01-07 04:06:14.661395,0 days 00:00:00.063817,46,35,COMPLETE
1059,3.0362608120135834,2026-01-07 04:06:09.256201,2026-01-07 04:06:09.304632,0 days 00:00:00.048431,50,37,COMPLETE
1060,3.0362608120135834,2026-01-07 04:06:09.414523,2026-01-07 04:06:09.457930,0 days 00:00:00.043407,39,37,COMPLETE
1061,3.0362608120135834,2026-01-07 04:06:09.592245,2026-01-07 04:06:09.651565,0 days 00:00:00.059320,47,30,COMPLETE
1065,3.0362608120135834,2026-01-07 04:06:10.280706,2026-01-07 04:06:10.323970,0 days 00:00:00.043264,42,37,COMPLETE
1067,3.0362608120135834,2026-01-07 04:06:10.655120,2026-01-07 04:06:10.699511,0 days 00:00:00.044391,42,30,COMPLETE
2680,3.0362608120135834,2026-01-07 04:11:20.792285,2026-01-07 04:11:20.843721,0 days 00:00:00.051436,50,30,COMPLETE
2681,3.0362608120135834,2026-01-07 04:11:20.988891,2026-01-07 04:11:21.040868,0 days 00:00:00.051977,43,37,COMPLETE
2683,3.0362608120135834,2026-01-07 04:11:21.325563,2026-01-07 04:11:21.376721,0 days 00:00:00.051158,44,37,COMPLETE
2687,3.0362608120135834,2026-01-07 04:11:22.092976,2026-01-07 04:11:22.143122,0 days 00:00:00.050146,33,36,COMPLETE
2114,3.0362608120135834,2026-01-07 04:09:29.124404,2026-01-07 04:09:29.182282,0 days 00:00:00.057878,32,37,COMPLETE
2117,3.0362608120135834,2026-01-07 04:09:29.679000,2026-01-07 04:09:29.728709,0 days 00:00:00.049709,39,30,COMPLETE
2119,3.0362608120135834,2026-01-07 04:09:30.075305,2026-01-07 04:09:30.123659,0 days 00:00:00.048354,44,30,COMPLETE
2124,3.0362608120135834,2026-01-07 04:09:30.979560,2026-01-07 04:09:31.026604,0 days 00:00:00.047044,50,30,COMPLETE
2126,3.0362608120135834,2026-01-07 04:09:31.326308,2026-01-07 04:09:31.378505,0 days 00:00:00.052197,46,30,COMPLETE
2099,3.0362608120135834,2026-01-07 04:09:26.336762,2026-01-07 04:09:26.384830,0 days 00:00:00.048068,50,30,COMPLETE
2100,3.0362608120135834,2026-01-07 04:09:26.502157,2026-01-07 04:09:26.548369,0 days 00:00:00.046212,42,36,COMPLETE
113,3.0362608120135834,2026-01-07 04:03:21.913935,2026-01-07 04:03:21.963949,0 days 00:00:00.050014,39,35,COMPLETE
114,3.0362608120135834,2026-01-07 04:03:22.134331,2026-01-07 04:03:22.197305,0 days 00:00:00.062974,44,31,COMPLETE
3727,3.0362608120135834,2026-01-07 04:14:52.157223,2026-01-07 04:14:52.223092,0 days 00:00:00.065869,45,37,COMPLETE
432,3.0362608120135834,2026-01-07 04:04:16.160204,2026-01-07 04:04:16.203923,0 days 00:00:00.043719,45,30,COMPLETE
433,3.0362608120135834,2026-01-07 04:04:16.308755,2026-01-07 04:04:16.352248,0 days 00:00:00.043493,39,30,COMPLETE
439,3.0362608120135834,2026-01-07 04:04:17.325792,2026-01-07 04:04:17.371812,0 days 00:00:00.046020,50,32,COMPLETE
3370,3.0362608120135834,2026-01-07 04:13:37.959601,2026-01-07 04:13:38.011801,0 days 00:00:00.052200,32,30,COMPLETE
3373,3.0362608120135834,2026-01-07 04:13:38.692338,2026-01-07 04:13:38.748009,0 days 00:00:00.055671,36,37,COMPLETE
3374,3.0362608120135834,2026-01-07 04:13:38.865817,2026-01-07 04:13:38.918925,0 days 00:00:00.053108,47,37,COMPLETE
1074,3.0362608120135834,2026-01-07 04:06:11.943127,2026-01-07 04:06:12.006726,0 days 00:00:00.063599,50,30,COMPLETE
3350,3.0362608120135834,2026-01-07 04:13:33.941520,2026-01-07 04:13:33.989406,0 days 00:00:00.047886,50,36,COMPLETE
3354,3.0362608120135834,2026-01-07 04:13:34.688593,2026-01-07 04:13:34.741656,0 days 00:00:00.053063,44,37,COMPLETE
3359,3.0362608120135834,2026-01-07 04:13:35.600580,2026-01-07 04:13:35.657074,0 days 00:00:00.056494,47,36,COMPLETE
1088,3.0362608120135834,2026-01-07 04:06:14.776952,2026-01-07 04:06:14.824307,0 days 00:00:00.047355,37,37,COMPLETE
1093,3.0362608120135834,2026-01-07 04:06:15.694018,2026-01-07 04:06:15.742544,0 days 00:00:00.048526,50,36,COMPLETE
1097,3.0362608120135834,2026-01-07 04:06:16.339824,2026-01-07 04:06:16.387233,0 days 00:00:00.047409,42,30,COMPLETE
1099,3.0362608120135834,2026-01-07 04:06:16.706087,2026-01-07 04:06:16.747048,0 days 00:00:00.040961,47,36,COMPLETE
1100,3.0362608120135834,2026-01-07 04:06:16.858583,2026-01-07 04:06:16.904455,0 days 00:00:00.045872,45,30,COMPLETE
3361,3.0362608120135834,2026-01-07 04:13:36.040933,2026-01-07 04:13:36.110323,0 days 00:00:00.069390,39,35,COMPLETE
3363,3.0362608120135834,2026-01-07 04:13:36.553648,2026-01-07 04:13:36.611867,0 days 00:00:00.058219,42,30,COMPLETE
3724,3.0362608120135834,2026-01-07 04:14:51.484954,2026-01-07 04:14:51.553496,0 days 00:00:00.068542,42,36,COMPLETE
118,3.0362608120135834,2026-01-07 04:03:22.839702,2026-01-07 04:03:22.882802,0 days 00:00:00.043100,38,30,COMPLETE
120,3.0362608120135834,2026-01-07 04:03:23.142822,2026-01-07 04:03:23.183863,0 days 00:00:00.041041,50,32,COMPLETE
121,3.0362608120135834,2026-01-07 04:03:23.287551,2026-01-07 04:03:23.334804,0 days 00:00:00.047253,25,32,COMPLETE
122,3.0362608120135834,2026-01-07 04:03:23.442483,2026-01-07 04:03:23.483807,0 days 00:00:00.041324,31,34,COMPLETE
123,3.0362608120135834,2026-01-07 04:03:23.596512,2026-01-07 04:03:23.644326,0 days 00:00:00.047814,39,30,COMPLETE
124,3.0362608120135834,2026-01-07 04:03:23.753236,2026-01-07 04:03:23.796569,0 days 00:00:00.043333,30,30,COMPLETE
126,3.0362608120135834,2026-01-07 04:03:24.051275,2026-01-07 04:03:24.096476,0 days 00:00:00.045201,36,31,COMPLETE
3921,3.0362608120135834,2026-01-07 04:15:33.167912,2026-01-07 04:15:33.231169,0 days 00:00:00.063257,50,30,COMPLETE
2108,3.0362608120135834,2026-01-07 04:09:27.980487,2026-01-07 04:09:28.054688,0 days 00:00:00.074201,42,30,COMPLETE
2689,3.0362608120135834,2026-01-07 04:11:22.473478,2026-01-07 04:11:22.523045,0 days 00:00:00.049567,43,30,COMPLETE
1126,3.0362608120135834,2026-01-07 04:06:21.370467,2026-01-07 04:06:21.417199,0 days 00:00:00.046732,46,36,COMPLETE
1127,3.0362608120135834,2026-01-07 04:06:21.529094,2026-01-07 04:06:21.582877,0 days 00:00:00.053783,29,30,COMPLETE
1131,3.0362608120135834,2026-01-07 04:06:22.319663,2026-01-07 04:06:22.379634,0 days 00:00:00.059971,36,37,COMPLETE
1105,3.0362608120135834,2026-01-07 04:06:17.716507,2026-01-07 04:06:17.764033,0 days 00:00:00.047526,46,30,COMPLETE
1106,3.0362608120135834,2026-01-07 04:06:17.875018,2026-01-07 04:06:17.942708,0 days 00:00:00.067690,32,37,COMPLETE
1109,3.0362608120135834,2026-01-07 04:06:18.365114,2026-01-07 04:06:18.411409,0 days 00:00:00.046295,50,30,COMPLETE
1111,3.0362608120135834,2026-01-07 04:06:18.730406,2026-01-07 04:06:18.774055,0 days 00:00:00.043649,38,31,COMPLETE
1116,3.0362608120135834,2026-01-07 04:06:19.520808,2026-01-07 04:06:19.567713,0 days 00:00:00.046905,40,30,COMPLETE
3345,3.0362608120135834,2026-01-07 04:13:32.957218,2026-01-07 04:13:33.012949,0 days 00:00:00.055731,47,30,COMPLETE
3346,3.0362608120135834,2026-01-07 04:13:33.193653,2026-01-07 04:13:33.245988,0 days 00:00:00.052335,36,30,COMPLETE
427,3.0362608120135834,2026-01-07 04:04:15.311531,2026-01-07 04:04:15.354528,0 days 00:00:00.042997,33,31,COMPLETE
429,3.0362608120135834,2026-01-07 04:04:15.682507,2026-01-07 04:04:15.734131,0 days 00:00:00.051624,45,36,COMPLETE
402,3.0362608120135834,2026-01-07 04:04:11.252261,2026-01-07 04:04:11.301162,0 days 00:00:00.048901,46,30,COMPLETE
404,3.0362608120135834,2026-01-07 04:04:11.584494,2026-01-07 04:04:11.628847,0 days 00:00:00.044353,37,30,COMPLETE
3337,3.0362608120135834,2026-01-07 04:13:31.410621,2026-01-07 04:13:31.467603,0 days 00:00:00.056982,44,30,COMPLETE
2692,3.0362608120135834,2026-01-07 04:11:23.059865,2026-01-07 04:11:23.119214,0 days 00:00:00.059349,46,37,COMPLETE
2693,3.0362608120135834,2026-01-07 04:11:23.237956,2026-01-07 04:11:23.288130,0 days 00:00:00.050174,40,37,COMPLETE
2699,3.0362608120135834,2026-01-07 04:11:24.382466,2026-01-07 04:11:24.441449,0 days 00:00:00.058983,47,30,COMPLETE
2700,3.0362608120135834,2026-01-07 04:11:24.595336,2026-01-07 04:11:24.652485,0 days 00:00:00.057149,41,36,COMPLETE
2083,3.0362608120135834,2026-01-07 04:09:23.413434,2026-01-07 04:09:23.464390,0 days 00:00:00.050956,46,37,COMPLETE
2086,3.0362608120135834,2026-01-07 04:09:23.987153,2026-01-07 04:09:24.042087,0 days 00:00:00.054934,46,36,COMPLETE
2089,3.0362608120135834,2026-01-07 04:09:24.486124,2026-01-07 04:09:24.546846,0 days 00:00:00.060722,37,37,COMPLETE
2091,3.0362608120135834,2026-01-07 04:09:24.877697,2026-01-07 04:09:24.924877,0 days 00:00:00.047180,36,30,COMPLETE
2092,3.0362608120135834,2026-01-07 04:09:25.042935,2026-01-07 04:09:25.090088,0 days 00:00:00.047153,43,30,COMPLETE
1137,3.0362608120135834,2026-01-07 04:06:23.349511,2026-01-07 04:06:23.396102,0 days 00:00:00.046591,44,30,COMPLETE
1141,3.0362608120135834,2026-01-07 04:06:24.021047,2026-01-07 04:06:24.066741,0 days 00:00:00.045694,47,30,COMPLETE
1147,3.0362608120135834,2026-01-07 04:06:25.033089,2026-01-07 04:06:25.075823,0 days 00:00:00.042734,40,30,COMPLETE
1148,3.0362608120135834,2026-01-07 04:06:25.186370,2026-01-07 04:06:25.233691,0 days 00:00:00.047321,46,37,COMPLETE
1149,3.0362608120135834,2026-01-07 04:06:25.353237,2026-01-07 04:06:25.409287,0 days 00:00:00.056050,36,30,COMPLETE
1150,3.0362608120135834,2026-01-07 04:06:25.583231,2026-01-07 04:06:25.784853,0 days 00:00:00.201622,50,30,COMPLETE
3329,3.0362608120135834,2026-01-07 04:13:29.875682,2026-01-07 04:13:29.936054,0 days 00:00:00.060372,40,37,COMPLETE
3333,3.0362608120135834,2026-01-07 04:13:30.667287,2026-01-07 04:13:30.724697,0 days 00:00:00.057410,37,37,COMPLETE
3336,3.0362608120135834,2026-01-07 04:13:31.237237,2026-01-07 04:13:31.289739,0 days 00:00:00.052502,47,36,COMPLETE
421,3.0362608120135834,2026-01-07 04:04:14.328046,2026-01-07 04:04:14.380149,0 days 00:00:00.052103,40,30,COMPLETE
2095,3.0362608120135834,2026-01-07 04:09:25.551923,2026-01-07 04:09:25.602917,0 days 00:00:00.050994,50,36,COMPLETE
2704,3.0362608120135834,2026-01-07 04:11:25.476082,2026-01-07 04:11:25.531252,0 days 00:00:00.055170,46,37,COMPLETE
2708,3.0362608120135834,2026-01-07 04:11:26.412830,2026-01-07 04:11:26.464369,0 days 00:00:00.051539,37,30,COMPLETE
2709,3.0362608120135834,2026-01-07 04:11:26.590249,2026-01-07 04:11:26.647311,0 days 00:00:00.057062,43,36,COMPLETE
2712,3.0362608120135834,2026-01-07 04:11:27.173051,2026-01-07 04:11:27.224265,0 days 00:00:00.051214,33,30,COMPLETE
2713,3.0362608120135834,2026-01-07 04:11:27.476858,2026-01-07 04:11:27.530237,0 days 00:00:00.053379,50,36,COMPLETE
2714,3.0362608120135834,2026-01-07 04:11:27.656764,2026-01-07 04:11:27.709109,0 days 00:00:00.052345,39,36,COMPLETE
2715,3.0362608120135834,2026-01-07 04:11:27.834389,2026-01-07 04:11:27.886521,0 days 00:00:00.052132,44,30,COMPLETE
2072,3.0362608120135834,2026-01-07 04:09:21.333367,2026-01-07 04:09:21.379314,0 days 00:00:00.045947,50,37,COMPLETE
2073,3.0362608120135834,2026-01-07 04:09:21.511473,2026-01-07 04:09:21.561570,0 days 00:00:00.050097,42,36,COMPLETE
2074,3.0362608120135834,2026-01-07 04:09:21.740610,2026-01-07 04:09:21.813767,0 days 00:00:00.073157,40,30,COMPLETE
2078,3.0362608120135834,2026-01-07 04:09:22.513511,2026-01-07 04:09:22.557115,0 days 00:00:00.043604,47,30,COMPLETE
1177,3.0362608120135834,2026-01-07 04:06:31.103665,2026-01-07 04:06:31.145300,0 days 00:00:00.041635,35,30,COMPLETE
1179,3.0362608120135834,2026-01-07 04:06:31.435764,2026-01-07 04:06:31.485428,0 days 00:00:00.049664,46,36,COMPLETE
3312,3.0362608120135834,2026-01-07 04:13:26.599806,2026-01-07 04:13:26.652727,0 days 00:00:00.052921,50,30,COMPLETE
3320,3.0362608120135834,2026-01-07 04:13:28.191808,2026-01-07 04:13:28.249219,0 days 00:00:00.057411,39,30,COMPLETE
3322,3.0362608120135834,2026-01-07 04:13:28.567507,2026-01-07 04:13:28.619857,0 days 00:00:00.052350,31,35,COMPLETE
3323,3.0362608120135834,2026-01-07 04:13:28.738383,2026-01-07 04:13:28.791490,0 days 00:00:00.053107,46,30,COMPLETE
1164,3.0362608120135834,2026-01-07 04:06:28.290552,2026-01-07 04:06:28.340833,0 days 00:00:00.050281,41,36,COMPLETE
1165,3.0362608120135834,2026-01-07 04:06:28.456414,2026-01-07 04:06:28.504942,0 days 00:00:00.048528,47,30,COMPLETE
2053,3.0362608120135834,2026-01-07 04:09:17.604733,2026-01-07 04:09:17.675721,0 days 00:00:00.070988,27,37,COMPLETE
2057,3.0362608120135834,2026-01-07 04:09:18.447352,2026-01-07 04:09:18.495980,0 days 00:00:00.048628,46,30,COMPLETE
2060,3.0362608120135834,2026-01-07 04:09:19.107595,2026-01-07 04:09:19.155554,0 days 00:00:00.047959,42,36,COMPLETE
2061,3.0362608120135834,2026-01-07 04:09:19.285980,2026-01-07 04:09:19.336440,0 days 00:00:00.050460,34,31,COMPLETE
2062,3.0362608120135834,2026-01-07 04:09:19.463455,2026-01-07 04:09:19.519266,0 days 00:00:00.055811,50,36,COMPLETE
2728,3.0362608120135834,2026-01-07 04:11:30.545801,2026-01-07 04:11:30.599223,0 days 00:00:00.053422,46,37,COMPLETE
2729,3.0362608120135834,2026-01-07 04:11:30.717343,2026-01-07 04:11:30.770329,0 days 00:00:00.052986,46,30,COMPLETE
2730,3.0362608120135834,2026-01-07 04:11:30.911517,2026-01-07 04:11:30.972783,0 days 00:00:00.061266,41,30,COMPLETE
129,3.0362608120135834,2026-01-07 04:03:24.538997,2026-01-07 04:03:24.579149,0 days 00:00:00.040152,43,32,COMPLETE
131,3.0362608120135834,2026-01-07 04:03:24.849053,2026-01-07 04:03:24.892891,0 days 00:00:00.043838,45,30,COMPLETE
133,3.0362608120135834,2026-01-07 04:03:25.155078,2026-01-07 04:03:25.202288,0 days 00:00:00.047210,45,31,COMPLETE
413,3.0362608120135834,2026-01-07 04:04:13.038039,2026-01-07 04:04:13.083926,0 days 00:00:00.045887,50,30,COMPLETE
3729,3.0362608120135834,2026-01-07 04:14:52.562110,2026-01-07 04:14:52.619942,0 days 00:00:00.057832,38,30,COMPLETE
3730,3.0362608120135834,2026-01-07 04:14:52.770328,2026-01-07 04:14:52.827968,0 days 00:00:00.057640,42,30,COMPLETE
3736,3.0362608120135834,2026-01-07 04:14:54.082719,2026-01-07 04:14:54.142532,0 days 00:00:00.059813,47,37,COMPLETE
3738,3.0362608120135834,2026-01-07 04:14:54.538584,2026-01-07 04:14:54.594631,0 days 00:00:00.056047,42,37,COMPLETE
3306,3.0362608120135834,2026-01-07 04:13:25.338511,2026-01-07 04:13:25.413087,0 days 00:00:00.074576,37,30,COMPLETE
3309,3.0362608120135834,2026-01-07 04:13:26.020071,2026-01-07 04:13:26.083718,0 days 00:00:00.063647,46,36,COMPLETE
3311,3.0362608120135834,2026-01-07 04:13:26.420420,2026-01-07 04:13:26.477712,0 days 00:00:00.057292,43,30,COMPLETE
1174,3.0362608120135834,2026-01-07 04:06:30.370911,2026-01-07 04:06:30.421457,0 days 00:00:00.050546,44,36,COMPLETE
1176,3.0362608120135834,2026-01-07 04:06:30.795742,2026-01-07 04:06:30.854695,0 days 00:00:00.058953,42,30,COMPLETE
1189,3.0362608120135834,2026-01-07 04:06:33.713032,2026-01-07 04:06:33.758007,0 days 00:00:00.044975,39,36,COMPLETE
1192,3.0362608120135834,2026-01-07 04:06:34.178045,2026-01-07 04:06:34.225480,0 days 00:00:00.047435,46,30,COMPLETE
1194,3.0362608120135834,2026-01-07 04:06:34.617250,2026-01-07 04:06:34.677098,0 days 00:00:00.059848,50,30,COMPLETE
1198,3.0362608120135834,2026-01-07 04:06:35.280010,2026-01-07 04:06:35.323558,0 days 00:00:00.043548,37,37,COMPLETE
3298,3.0362608120135834,2026-01-07 04:13:23.761875,2026-01-07 04:13:23.812854,0 days 00:00:00.050979,43,37,COMPLETE
3299,3.0362608120135834,2026-01-07 04:13:23.940782,2026-01-07 04:13:23.992596,0 days 00:00:00.051814,50,30,COMPLETE
3305,3.0362608120135834,2026-01-07 04:13:25.128553,2026-01-07 04:13:25.189336,0 days 00:00:00.060783,39,37,COMPLETE
409,3.0362608120135834,2026-01-07 04:04:12.406332,2026-01-07 04:04:12.462981,0 days 00:00:00.056649,45,36,COMPLETE
410,3.0362608120135834,2026-01-07 04:04:12.593946,2026-01-07 04:04:12.633803,0 days 00:00:00.039857,47,30,COMPLETE
134,3.0362608120135834,2026-01-07 04:03:25.312283,2026-01-07 04:03:25.355461,0 days 00:00:00.043178,50,31,COMPLETE
136,3.0362608120135834,2026-01-07 04:03:25.865435,2026-01-07 04:03:25.931144,0 days 00:00:00.065709,41,31,COMPLETE
138,3.0362608120135834,2026-01-07 04:03:26.195936,2026-01-07 04:03:26.238437,0 days 00:00:00.042501,35,31,COMPLETE
139,3.0362608120135834,2026-01-07 04:03:26.355652,2026-01-07 04:03:26.406526,0 days 00:00:00.050874,49,30,COMPLETE
142,3.0362608120135834,2026-01-07 04:03:26.835876,2026-01-07 04:03:26.880050,0 days 00:00:00.044174,46,31,COMPLETE
3905,3.0362608120135834,2026-01-07 04:15:29.908586,2026-01-07 04:15:29.964911,0 days 00:00:00.056325,44,36,COMPLETE
3909,3.0362608120135834,2026-01-07 04:15:30.715829,2026-01-07 04:15:30.775011,0 days 00:00:00.059182,50,36,COMPLETE
3911,3.0362608120135834,2026-01-07 04:15:31.158417,2026-01-07 04:15:31.225556,0 days 00:00:00.067139,44,30,COMPLETE
3913,3.0362608120135834,2026-01-07 04:15:31.569605,2026-01-07 04:15:31.620307,0 days 00:00:00.050702,39,36,COMPLETE
3916,3.0362608120135834,2026-01-07 04:15:32.158753,2026-01-07 04:15:32.228189,0 days 00:00:00.069436,36,30,COMPLETE
2734,3.0362608120135834,2026-01-07 04:11:31.637020,2026-01-07 04:11:31.687237,0 days 00:00:00.050217,50,37,COMPLETE
2034,3.0362608120135834,2026-01-07 04:09:13.730844,2026-01-07 04:09:13.874416,0 days 00:00:00.143572,45,37,COMPLETE
3284,3.0362608120135834,2026-01-07 04:13:21.070860,2026-01-07 04:13:21.140010,0 days 00:00:00.069150,42,30,COMPLETE
3285,3.0362608120135834,2026-01-07 04:13:21.263713,2026-01-07 04:13:21.323181,0 days 00:00:00.059468,47,30,COMPLETE
3286,3.0362608120135834,2026-01-07 04:13:21.444656,2026-01-07 04:13:21.497494,0 days 00:00:00.052838,30,35,COMPLETE
3291,3.0362608120135834,2026-01-07 04:13:22.436682,2026-01-07 04:13:22.496445,0 days 00:00:00.059763,46,37,COMPLETE
3293,3.0362608120135834,2026-01-07 04:13:22.821268,2026-01-07 04:13:22.878458,0 days 00:00:00.057190,37,37,COMPLETE
3294,3.0362608120135834,2026-01-07 04:13:22.999182,2026-01-07 04:13:23.056579,0 days 00:00:00.057397,50,36,COMPLETE
1203,3.0362608120135834,2026-01-07 04:06:36.233687,2026-01-07 04:06:36.278407,0 days 00:00:00.044720,40,30,COMPLETE
1208,3.0362608120135834,2026-01-07 04:06:37.093521,2026-01-07 04:06:37.141518,0 days 00:00:00.047997,43,30,COMPLETE
1215,3.0362608120135834,2026-01-07 04:06:38.322339,2026-01-07 04:06:38.373054,0 days 00:00:00.050715,33,30,COMPLETE
1186,3.0362608120135834,2026-01-07 04:06:33.015446,2026-01-07 04:06:33.061783,0 days 00:00:00.046337,44,30,COMPLETE
1232,3.0362608120135834,2026-01-07 04:06:41.368991,2026-01-07 04:06:41.414699,0 days 00:00:00.045708,39,30,COMPLETE
1237,3.0362608120135834,2026-01-07 04:06:42.275929,2026-01-07 04:06:42.328640,0 days 00:00:00.052711,46,37,COMPLETE
1238,3.0362608120135834,2026-01-07 04:06:42.470979,2026-01-07 04:06:42.522739,0 days 00:00:00.051760,43,30,COMPLETE
1242,3.0362608120135834,2026-01-07 04:06:43.185297,2026-01-07 04:06:43.234105,0 days 00:00:00.048808,50,36,COMPLETE
1244,3.0362608120135834,2026-01-07 04:06:43.509202,2026-01-07 04:06:43.575165,0 days 00:00:00.065963,45,36,COMPLETE
1246,3.0362608120135834,2026-01-07 04:06:43.909091,2026-01-07 04:06:43.955161,0 days 00:00:00.046070,46,30,COMPLETE
1217,3.0362608120135834,2026-01-07 04:06:38.706105,2026-01-07 04:06:38.752798,0 days 00:00:00.046693,46,37,COMPLETE
1218,3.0362608120135834,2026-01-07 04:06:38.870112,2026-01-07 04:06:38.919044,0 days 00:00:00.048932,42,37,COMPLETE
